,nth,x,y,e1,e2,profit0,profit1,profit2,chosen
0,0,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,1
1,1,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
2,1,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
3,2,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
4,2,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
5,3,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
6,3,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
7,4,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
8,4,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
9,5,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
10,5,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
11,6,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
12,6,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
13,7,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
14,7,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
15,8,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
16,8,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
17,9,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
18,9,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
19,10,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
20,10,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
21,11,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
22,11,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
23,12,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
24,12,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
25,13,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
26,13,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
27,14,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
28,14,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
29,15,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
30,15,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
31,16,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
32,16,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
33,17,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
34,17,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
35,18,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
36,18,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
37,19,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
38,19,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
39,20,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
40,20,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
41,21,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
42,21,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
43,22,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
44,22,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
45,23,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
46,23,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
47,24,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
48,24,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
49,25,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
50,25,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
51,26,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
52,26,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
53,27,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
54,27,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
55,28,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
56,28,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
57,29,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
58,29,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
59,30,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
60,30,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
61,31,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
62,31,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
63,32,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
64,32,0.367,0.367,0.367009221029452,0.367009221029452,0.978688399795743,0.489337431577226,0.489337431577226,e1e2
65,33,0.366,0.368,0.367009221029452,0.367009221029452,0.978688399795743,0.488603512416422,0.490071534242641,xy
66,33,0.366,0.368,0.367357732526142,0.366660792951542,0.978688333136640,0.488603622763071,0.490071644475771,e1e2
67,34,0.367,0.367,0.367357732526142,0.366660792951542,0.978688461026666,0.489337321260942,0.489337321313746,xy
