,nth,x,y,e1,e2,profit0,profit1,profit2,chosen
0,0,0.0,0.0,1/2,1/2,1.00000000000000,1/4,1/4,1
1,1,0.005,0.005,1/2,1/2,1.00558125000000,0.252815625000000,0.252815625000000,xy
2,1,0.005,0.005,0.498125782227785,0.498125782227785,1.00184685644287,0.252819133301392,0.252819133301392,e1e2
3,2,0.01,0.01,0.498125782227785,0.498125782227785,1.00735460157473,0.255648005867320,0.255648005867320,xy
4,2,0.01,0.01,0.496253132832080,0.496253132832080,1.00363735152339,0.255651503916040,0.255651503916040,e1e2
5,3,0.015,0.015,0.496253132832080,0.496253132832080,1.00907150394548,0.258493580127088,0.258493580127088,xy
6,3,0.015,0.015,0.494382057716437,0.494382057716437,1.00537137382531,0.258497067920718,0.258497067920718,e1e2
7,4,0.02,0.02,0.494382057716437,0.494382057716437,1.01073184572568,0.261352303870901,0.261352303870901,xy
8,4,0.02,0.02,0.492512562814070,0.492512562814070,1.00704881187344,0.261355781407035,0.261355781407035,e1e2
9,5,0.025,0.025,0.492512562814070,0.492512562814070,1.01233551546994,0.264224133205285,0.264224133205285,xy
10,5,0.025,0.025,0.490644654088050,0.490644654088050,1.00866955413342,0.264227600481525,0.264227600481525,e1e2
11,6,0.030000000000000002,0.030000000000000002,0.490644654088050,0.490644654088050,1.01388240167394,0.267109024251785,0.267109024251785,xy
12,6,0.030000000000000002,0.030000000000000002,0.488778337531486,0.488778337531486,1.01023348901157,0.267112481265743,0.267112481265743,e1e2
13,7,0.035,0.035,0.488778337531486,0.488778337531486,1.01537239277421,0.270006933147060,0.270006933147060,xy
14,7,0.035,0.035,0.486913619167718,0.486913619167718,1.01174050485473,0.270010379896359,0.270010379896359,e1e2
15,8,0.04,0.04,0.486913619167718,0.486913619167718,1.01680537714797,0.272917816042981,0.272917816042981,xy
16,8,0.04,0.04,0.485050505050505,0.485050505050505,1.01319048995000,0.272921252525253,0.272921252525253,e1e2
17,9,0.045,0.045,0.485050505050505,0.485050505050505,1.01818124311295,0.275841629106724,0.275841629106724,xy
18,9,0.045,0.045,0.483189001264222,0.483189001264222,1.01458333252466,0.275845055319611,0.275845055319611,e1e2
19,10,0.049999999999999996,0.049999999999999996,0.483189001264222,0.483189001264222,1.01949987892717,0.278778328520869,0.278778328520869,xy
