,nth,x,y,e1,e2,profit0,profit1,profit2,chosen
0,0,0.5,0.5,0.321428571428571,0.321428571428571,0.887436224489796,0.590401785714286,0.590401785714286,1
1,1,0.499,0.499,0.321428571428571,0.321428571428571,0.887864869897959,0.589617108418367,0.589617108418367,xy
2,1,0.499,0.499,0.321765352756355,0.321765352756355,0.888298299850199,0.589617207690678,0.589617207690678,e1e2
3,2,0.498,0.498,0.321765352756355,0.321765352756355,0.888723664056245,0.588832889793701,0.588832889793701,xy
4,2,0.498,0.498,0.322102227298686,0.322102227298686,0.889157667960236,0.588832989149343,0.588832989149343,e1e2
5,3,0.497,0.497,0.322102227298686,0.322102227298686,0.889579751634337,0.588049030986394,0.588049030986394,xy
6,3,0.497,0.497,0.322439194975735,0.322439194975735,0.890014329763936,0.588049130425368,0.588049130425368,e1e2
7,4,0.496,0.496,0.322439194975735,0.322439194975735,0.890433133576353,0.587265532331576,0.587265532331576,xy
8,4,0.496,0.496,0.322776255707763,0.322776255707763,0.890868286205209,0.587265631853881,0.587265631853881,e1e2
9,5,0.495,0.495,0.322776255707763,0.322776255707763,0.891283810826296,0.586482394164425,0.586482394164425,xy
10,5,0.495,0.495,0.323113409415121,0.323113409415121,0.891719538227849,0.586482493770061,0.586482493770061,e1e2
11,6,0.494,0.494,0.323113409415121,0.323113409415121,0.892131784328051,0.585699616820162,0.585699616820162,xy
12,6,0.494,0.494,0.323450656018254,0.323450656018254,0.892568086775533,0.585699716509127,0.585699716509127,e1e2
13,7,0.493,0.493,0.323450656018254,0.323450656018254,0.892977055025385,0.584917200634053,0.584917200634053,xy
14,7,0.493,0.493,0.323787995437696,0.323787995437696,0.893413932791819,0.584917300406348,0.584917300406348,e1e2
15,8,0.492,0.492,0.323787995437696,0.323787995437696,0.893819623861946,0.584135145941412,0.584135145941412,xy
16,8,0.492,0.492,0.324125427594071,0.324125427594071,0.894257077220149,0.584135245797035,0.584135245797035,e1e2
17,9,0.491,0.491,0.324125427594071,0.324125427594071,0.894659491781268,0.583353453077595,0.583353453077595,xy
18,9,0.491,0.491,0.324462952408094,0.324462952408094,0.895097521003847,0.583353553016547,0.583353553016547,e1e2
19,10,0.49,0.49,0.324462952408094,0.324462952408094,0.895496659726764,0.582572122378005,0.582572122378005,xy
20,10,0.49,0.49,0.324800569800570,0.324800569800570,0.895935265086119,0.582572222400285,0.582572222400285,e1e2
21,11,0.489,0.489,0.324800569800570,0.324800569800570,0.896331128641732,0.581791154178091,0.581791154178091,xy
22,11,0.489,0.489,0.325138279692395,0.325138279692395,0.896770310410056,0.581791254283698,0.581791254283698,e1e2
23,12,0.488,0.488,0.325138279692395,0.325138279692395,0.897162899469350,0.581010548813345,0.581010548813345,xy
24,12,0.488,0.488,0.325476082004556,0.325476082004556,0.897602657918628,0.581010649002278,0.581010649002278,e1e2
25,13,0.487,0.487,0.325476082004556,0.325476082004556,0.897991973152682,0.580230306619305,0.580230306619305,xy
26,13,0.487,0.487,0.325813976658127,0.325813976658127,0.898432308554692,0.580230406891563,0.580230406891563,e1e2
27,14,0.486,0.486,0.325813976658127,0.325813976658127,0.898818350634671,0.579450427931553,0.579450427931553,xy
28,14,0.486,0.486,0.326151963574274,0.326151963574274,0.899259263260984,0.579450528287137,0.579450528287137,e1e2
29,15,0.485,0.485,0.326151963574274,0.326151963574274,0.899642032858145,0.578670913085718,0.578670913085718,xy
30,15,0.485,0.485,0.326490042674253,0.326490042674253,0.900083522980125,0.578671013524626,0.578671013524626,e1e2
31,16,0.484,0.484,0.326490042674253,0.326490042674253,0.900463020765815,0.577891762417472,0.577891762417472,xy
32,16,0.484,0.484,0.326828213879408,0.326828213879408,0.900905088654617,0.577891862939704,0.577891862939704,e1e2
33,17,0.483,0.483,0.326828213879408,0.326828213879408,0.901281315300271,0.577112976262531,0.577112976262531,xy
34,17,0.483,0.483,0.327166477111174,0.327166477111174,0.901723961226847,0.577113076868087,0.577113076868087,e1e2
35,18,0.482,0.482,0.327166477111174,0.327166477111174,0.902096917403991,0.576334554956659,0.576334554956659,xy
36,18,0.482,0.482,0.327504832291075,0.327504832291075,0.902540141639084,0.576334655645537,0.576334655645537,e1e2
37,19,0.481,0.481,0.327504832291075,0.327504832291075,0.902909828019331,0.575556498835661,0.575556498835661,xy
38,19,0.481,0.481,0.327843279340722,0.327843279340722,0.903353630833479,0.575556599607861,0.575556599607861,e1e2
39,20,0.48,0.48,0.327843279340722,0.327843279340722,0.903720048088533,0.574778808235388,0.574778808235388,xy
40,20,0.48,0.48,0.328181818181818,0.328181818181818,0.904164429752066,0.574778909090909,0.574778909090909,e1e2
41,21,0.479,0.479,0.328181818181818,0.328181818181818,0.904527578553719,0.574001483491735,0.574001483491735,xy
42,21,0.479,0.479,0.328520448736154,0.328520448736154,0.904972539336763,0.574001584430577,0.574001584430577,e1e2
43,22,0.478,0.478,0.328520448736154,0.328520448736154,0.905332420356896,0.573224524940644,0.573224524940644,xy
44,22,0.478,0.478,0.328859170925610,0.328859170925610,0.905777960529370,0.573224625962805,0.573224625962805,e1e2
45,23,0.477,0.477,0.328859170925610,0.328859170925610,0.906134574439953,0.572447932918097,0.572447932918097,xy
46,23,0.477,0.477,0.329197984672154,0.329197984672154,0.906580694271570,0.572448034023577,0.572448034023577,e1e2
47,24,0.476,0.476,0.329197984672154,0.329197984672154,0.906934041744662,0.571671707760123,0.571671707760123,xy
48,24,0.476,0.476,0.329536889897843,0.329536889897843,0.907380741504930,0.571671808948922,0.571671808948922,e1e2
49,25,0.475,0.475,0.329536889897843,0.329536889897843,0.907730823212677,0.570895849802796,0.570895849802796,xy
50,25,0.475,0.475,0.329875886524823,0.329875886524823,0.908178103170898,0.570895951074911,0.570895951074911,e1e2
51,26,0.474,0.474,0.329875886524823,0.329875886524823,0.908524919785537,0.570120359382230,0.570120359382230,xy
52,26,0.474,0.474,0.330214974475326,0.330214974475326,0.908972780210807,0.570120460737663,0.570120460737663,e1e2
53,27,0.473,0.473,0.330214974475326,0.330214974475326,0.909316332404660,0.569345236834589,0.569345236834589,xy
54,27,0.473,0.473,0.330554153671676,0.330554153671676,0.909764773565871,0.569345338273338,0.569345338273338,e1e2
55,28,0.472,0.472,0.330554153671676,0.330554153671676,0.910105062011350,0.568570482496077,0.568570482496077,xy
56,28,0.472,0.472,0.330893424036281,0.330893424036281,0.910554084177190,0.568570584018141,0.568570584018141,e1e2
57,29,0.471,0.471,0.330893424036281,0.330893424036281,0.910891109546794,0.567796096702943,0.567796096702943,xy
58,29,0.471,0.471,0.331232785491641,0.331232785491641,0.911340712985743,0.567796198308320,0.567796198308320,e1e2
59,30,0.47,0.47,0.331232785491641,0.331232785491641,0.911674475952061,0.567022079791479,0.567022079791479,xy
60,30,0.47,0.47,0.331572237960340,0.331572237960340,0.912124660932397,0.567022181480170,0.567022181480170,e1e2
61,31,0.469,0.469,0.331572237960340,0.331572237960340,0.912455162168102,0.566248432098023,0.566248432098023,xy
62,31,0.469,0.469,0.331911781365052,0.331911781365052,0.912905928957897,0.566248533870026,0.566248533870026,e1e2
63,32,0.46799999999999997,0.46799999999999997,0.331911781365052,0.331911781365052,0.913233169135753,0.565475153958954,0.565475153958954,xy
64,32,0.46799999999999997,0.46799999999999997,0.332251415628539,0.332251415628539,0.913684518002875,0.565475255814269,0.565475255814269,e1e2
65,33,0.46699999999999997,0.46699999999999997,0.332251415628539,0.332251415628539,0.914008497795732,0.564702245710698,0.564702245710698,xy
66,33,0.46699999999999997,0.46699999999999997,0.332591140673649,0.332591140673649,0.914460429007846,0.564702347649324,0.564702347649324,e1e2
67,34,0.46599999999999997,0.46599999999999997,0.332591140673649,0.332591140673649,0.914781149088642,0.563929707689722,0.563929707689722,xy
68,34,0.46599999999999997,0.46599999999999997,0.332930956423316,0.332930956423316,0.915233662913205,0.563929809711658,0.563929809711658,e1e2
69,35,0.46499999999999997,0.46499999999999997,0.332930956423316,0.332930956423316,0.915551123954964,0.563157540232538,0.563157540232538,xy
70,35,0.46499999999999997,0.46499999999999997,0.333270862800566,0.333270862800566,0.916004220659233,0.563157642337783,0.563157642337783,e1e2
71,36,0.46399999999999997,0.46399999999999997,0.333270862800566,0.333270862800566,0.916318423335067,0.562385743675700,0.562385743675700,xy
72,36,0.46399999999999997,0.46399999999999997,0.333610859728507,0.333610859728507,0.916772103186094,0.562385845864253,0.562385845864253,e1e2
73,37,0.46299999999999997,0.46299999999999997,0.333610859728507,0.333610859728507,0.917083048169202,0.561614318355808,0.561614318355808,xy
74,37,0.46299999999999997,0.46299999999999997,0.333950947130336,0.333950947130336,0.917537311433834,0.561614420627668,0.561614420627668,e1e2
75,38,0.46199999999999997,0.46199999999999997,0.333950947130336,0.333950947130336,0.917844999397502,0.560843264609502,0.560843264609502,xy
76,38,0.46199999999999997,0.46199999999999997,0.334291124929339,0.334291124929339,0.918299846342384,0.560843366964669,0.560843366964669,e1e2
77,39,0.46099999999999997,0.46099999999999997,0.334291124929339,0.334291124929339,0.918604277959985,0.560072582773470,0.560072582773470,xy
78,39,0.46099999999999997,0.46099999999999997,0.334631393048884,0.334631393048884,0.919059708851557,0.560072685211942,0.560072685211942,e1e2
79,40,0.45999999999999996,0.45999999999999996,0.334631393048884,0.334631393048884,0.919360884796549,0.559302273184438,0.559302273184438,xy
80,40,0.45999999999999996,0.45999999999999996,0.334971751412429,0.334971751412429,0.919816899901050,0.559302375706215,0.559302375706215,e1e2
81,41,0.45899999999999996,0.45899999999999996,0.334971751412429,0.334971751412429,0.920114820846979,0.558532336179179,0.558532336179179,xy
82,41,0.45899999999999996,0.45899999999999996,0.335312199943519,0.335312199943519,0.920571420430443,0.558532438784259,0.558532438784259,e1e2
83,42,0.45799999999999996,0.45799999999999996,0.335312199943519,0.335312199943519,0.920866087050941,0.557762772094508,0.557762772094508,xy
84,42,0.45799999999999996,0.45799999999999996,0.335652738565782,0.335652738565782,0.921323271379200,0.557762874782891,0.557762874782891,e1e2
85,43,0.45699999999999996,0.45699999999999996,0.335652738565782,0.335652738565782,0.921614684347985,0.556993581267283,0.556993581267283,xy
86,43,0.45699999999999996,0.45699999999999996,0.335993367202935,0.335993367202935,0.922072453686669,0.556993684038968,0.556993684038968,e1e2
87,44,0.45599999999999996,0.45599999999999996,0.335993367202935,0.335993367202935,0.922360613677544,0.556224764034405,0.556224764034405,xy
88,44,0.45599999999999996,0.45599999999999996,0.336334085778781,0.336334085778781,0.922818968292078,0.556224866889391,0.556224866889391,e1e2
89,45,0.45499999999999996,0.45499999999999996,0.336334085778781,0.336334085778781,0.923103875978935,0.555456320732819,0.555456320732819,xy
90,45,0.45499999999999996,0.45499999999999996,0.336674894217207,0.336674894217207,0.923562816134543,0.555456423671104,0.555456423671104,e1e2
91,46,0.45399999999999996,0.45399999999999996,0.336674894217207,0.336674894217207,0.923844472191357,0.554688251699511,0.554688251699511,xy
92,46,0.45399999999999996,0.45399999999999996,0.337015792442188,0.337015792442188,0.924303998153061,0.554688354721094,0.554688354721094,e1e2
93,47,0.45299999999999996,0.45299999999999996,0.337015792442188,0.337015792442188,0.924582403253895,0.553920557271511,0.553920557271511,xy
94,47,0.45299999999999996,0.45299999999999996,0.337356780377784,0.337356780377784,0.925042515286513,0.553920660376392,0.553920660376392,e1e2
95,48,0.45199999999999996,0.45199999999999996,0.337356780377784,0.337356780377784,0.925317670105514,0.553153237785893,0.553153237785893,xy
96,48,0.45199999999999996,0.45199999999999996,0.337697857948140,0.337697857948140,0.925778368473664,0.553153340974070,0.553153340974070,e1e2
97,49,0.45099999999999996,0.45099999999999996,0.337697857948140,0.337697857948140,0.926050273685065,0.552386293579770,0.552386293579770,xy
98,49,0.45099999999999996,0.45099999999999996,0.338039025077487,0.338039025077487,0.926511558653162,0.552386396851243,0.552386396851243,e1e2
99,50,0.44999999999999996,0.44999999999999996,0.338039025077487,0.338039025077487,0.926780214931282,0.551619724990303,0.551619724990303,xy
100,50,0.44999999999999996,0.44999999999999996,0.338380281690141,0.338380281690141,0.927242086763539,0.551619828345070,0.551619828345070,e1e2
101,51,0.44899999999999995,0.44899999999999995,0.338380281690141,0.338380281690141,0.927507494782781,0.550853532354691,0.550853532354691,xy
102,51,0.44899999999999995,0.44899999999999995,0.338721627710504,0.338721627710504,0.927969953743211,0.550853635792752,0.550853635792752,e1e2
103,52,0.44799999999999995,0.44799999999999995,0.338721627710504,0.338721627710504,0.928232114178064,0.550087716010179,0.550087716010179,xy
104,52,0.44799999999999995,0.44799999999999995,0.339063063063063,0.339063063063063,0.928695160530477,0.550087819531532,0.550087819531532,e1e2
105,53,0.44699999999999995,0.44699999999999995,0.339063063063063,0.339063063063063,0.928954074055515,0.549322276294051,0.549322276294051,xy
106,53,0.44699999999999995,0.44699999999999995,0.339404587672390,0.339404587672390,0.929417708063519,0.549322379898695,0.549322379898695,e1e2
107,54,0.44599999999999995,0.44599999999999995,0.339404587672390,0.339404587672390,0.929673375353402,0.548557213543636,0.548557213543636,xy
108,54,0.44599999999999995,0.44599999999999995,0.339746201463140,0.339746201463140,0.930137597280405,0.548557317231570,0.548557317231570,e1e2
