,nth,x,y,e1,e2,profit0,profit1,profit2,chosen
0,0,1.0,0.0,1/6,1/2,0.868055555555556,49/48,1/4,1
1,1,0.99,0.0,1/6,1/2,0.870785416666667,1.01160138888889,1/4,xy
2,1,0.99,0.0,0.169451827242525,1/2,0.872821319370440,1.01160722612126,1/4,e1e2
3,2,0.98,0.0,0.169451827242525,1/2,0.875459503587847,1.00239540934013,1/4,xy
4,2,0.98,0.0,0.172251655629139,1/2,0.877512222062629,1.00240132781457,1/4,e1e2
5,3,0.97,0.0,0.172251655629139,1/2,0.880058871354327,0.993209940967501,1/4,xy
6,3,0.97,0.0,0.175066006600660,1/2,0.882128403684211,0.993215940800330,1/4,e1e2
7,4,0.96,0.0,0.175066006600660,1/2,0.884583660588831,0.984045287117821,1/4,xy
8,4,0.96,0.0,0.177894736842105,1/2,0.886670005540166,0.984051368421053,1/4,e1e2
9,5,0.95,0.0,0.177894736842105,1/2,0.889034013157895,0.974901752077562,1/4,xy
10,5,0.95,0.0,0.180737704918033,1/2,0.891137170157552,0.974907914959016,1/4,e1e2
11,6,0.94,0.0,0.180737704918033,1/2,0.893410072141225,0.965779641057511,1/4,xy
12,6,0.94,0.0,0.183594771241830,1/2,0.895530041255500,0.965785885620915,1/4,e1e2
13,7,0.9299999999999999,0.0,0.183594771241830,1/2,0.897711981801871,0.956679260177709,1/4,xy
14,7,0.9299999999999999,0.0,0.186465798045603,1/2,0.899848763715994,0.956685586522801,1/4,e1e2
15,8,0.9199999999999999,0.0,0.186465798045603,1/2,0.901939887557162,0.947600916452694,1/4,xy
16,8,0.9199999999999999,0.0,0.189350649350649,1/2,0.904093483555406,0.947607324675325,1/4,e1e2
17,9,0.9099999999999999,0.0,0.189350649350649,1/2,0.906093935950413,0.938544917777028,1/4,xy
18,9,0.9099999999999999,0.0,0.192249190938511,1/2,0.908264347896767,0.938551407969256,1/4,e1e2
19,10,0.8999999999999999,0.0,0.192249190938511,1/2,0.910174274623354,0.929511572911103,1/4,xy
20,10,0.8999999999999999,0.0,0.195161290322581,1/2,0.912361504942768,0.929518145161290,1/4,e1e2
21,11,0.8899999999999999,0.0,0.195161290322581,1/2,0.914181052289282,0.920501191467221,1/4,xy
22,11,0.8899999999999999,0.0,0.198086816720257,1/2,0.916385103949440,0.920507845860128,1/4,e1e2
23,12,0.8799999999999999,0.0,0.198086816720257,1/2,0.918114418706899,0.911514083895948,1/4,xy
24,12,0.8799999999999999,0.0,0.201025641025641,1/2,0.920335295200526,0.911520820512820,1/4,e1e2
25,13,0.8699999999999999,0.0,0.201025641025641,1/2,0.921974524654832,0.902550561472715,1/4,xy
26,13,0.8699999999999999,0.0,0.203977635782748,1/2,0.924212229982507,0.902557380391374,1/4,e1e2
27,14,0.8599999999999999,0.0,0.203977635782748,1/2,0.925761521906802,0.893610936284692,1/4,xy
28,14,0.8599999999999999,0.0,0.206942675159236,1/2,0.928016060560266,0.893617837579618,1/4,e1e2
